"Id";"identite";"Nom";"Surnom";"Diminutif";"Occupation";"Titre";"Sexe";"VilleDomicile";"VilleOrigine";"Remarques";"Rattachement";"MaJ_occupations"
2837;"Johan de Belfort";"Johan de Belfort";;;"Inconnue";;"M";;;;;1
2838;"Stéphane dit Truchat de Palma clerc";"Stéphane de Palma";"dit Truchat";;"Inconnue";;"M";;;;;1
2840;"Eynard de Furno bailli de Bourgogne";"Aynard de Furno";;;"Inconnue";;"M";;;;;1
2841;"Stéphane Seytiner secrétaire d'Amédée VIII";"Stéphane Seytiner";;;"Inconnue";;"M";;;;;1
2842;"Jacob de  Fontaine secrétaire d'Amédée VIII";"Jacob Fontaine";;;"Inconnue";;"M";;;;;1
2843;"Curpino de Chauta Villa maître d'hôtel roi France";"Curpino de Chauta Villa";;;"Inconnue";;"M";;;;;1
2844;"Johan Grinel drapier";"Johan grinel";;;"Inconnue";;"M";;;;;1
2845;"François de Challes";"François de Challes";;;"Inconnue";;"M";;;;;1
2846;"Guillaume Redout";"Guillaume Redout";;;"Inconnue";;"M";;;;;1
2848;"Johan de Vernet";"Johan de Vernet";;;"Inconnue";;"M";;;;;1
2849;"Robert Dombard écuyer du Roi de France";"Rober Dombard";;;"Inconnue";;"M";;;;;1
2850;"Stéphane de Muris conseillé d'Amédée VIII";"Stéphane de Muris";;;"Inconnue";;"M";;;;;1
2851;"Dangellois barbier d'Amédée VIII";"Dangellois";;;"Inconnue";;"M";;;;;1
2852;"Jacquemet de getz brodeur de Lyon";"Jacquemet de Getz";;;"Inconnue";;"M";;;;;1
2853;"ouvrier brodeur de Michelet de getz";;;;"Inconnue";;"M";;;;;1
2854;"Pierre Suanet babier de Chambéry";"Pierre Suanet";;;"Inconnue";;"M";;;;;1
2855;"Johan de Sceaux";"Johan de Sceaux";;;"Inconnue";;"M";;;;;1
2856;"Johan Basin maître de salle d'Amédée VIII";"Johan Basin";;;"Inconnue";;"M";;;;;1
2857;"Antoine Peyn secrétaire d'Amédée VIII";"Antoine Peyn";;;"Inconnue";;"M";;;;;1
2858;"Guillaume de Lason ouvrier brodeur";"Guillaume de Lason";;;"Inconnue";;"M";;;;;1
2859;"Pierre Dorya brodeur";"Pierre Dorya";;;"Inconnue";;"M";;;;;1
2860;"Jacquet brodeur";"Jacquet";;;"Inconnue";;"M";;;;;1
2861;"François de Menthon";"François de Menthon";;;"Inconnue";;"M";;;;;1
2862;"Johan Gascon secrétaire d'Amédée VIII";"Johan Gascon";;;"Inconnue";;"M";;;;;1
2863;"Pierre de Ruppe";"Pierre de Ruppe";;;"Inconnue";;"M";;;;;1
2864;"Henri Mistral";"Henri Mistral";;;"Inconnue";;"M";;;;;1
2865;"Mermet de Challant";"Mermet de Challant";;;"Inconnue";;"M";;;;;1
2866;"Louis de Grimaldi";"Louis de Grimaldi";;;"Inconnue";;"M";;;;;1
2867;"André de Grimaldi";"André de Grimaldi";;;"Inconnue";;"M";;;;;1
2868;"Parisa cantatrice d'Amédée VIII";"Parisa";;;"Inconnue";;"F";;;;;1
2869;"Jacquemet de la Flèchière écuyer d'amédée VIII";"Jacquemet de la Flèchière";;;"Inconnue";;"M";;;;;1
2870;"Dominique Marcati";"Dominique Marcati";;;"Inconnue";;"M";;;;;1
2871;"Foquet écuyer de la duchesse de Bourgogne";"Foquet";;;"Inconnue";;"M";;;;;1
2872;"Duchesse de Bourgogne";;;;"Inconnue";;"M";;;;;1
2873;"Martin de Chillon";"Martin de Chillon";;;"Inconnue";;"M";;;;;1
2874;"Françoise fille de Pierre Arnaud de Bour-en-Bresse";"Françoise";;;"Inconnue";;"M";;;;;1
2875;"Jeanne fille de Françoise Arnaud";"Jeanne";;;"Inconnue";;"M";;;"peut être bâtarde d'Amédée VII";;1
2876;"Antoine de Saxe écuyer d'Amédée VIII";"Antoine de Saxe";;;"Inconnue";;"M";;;;;1
2877;"Guy de Beauregard";"Guy de Beauregard";;;"Inconnue";;"M";;;;;1
2878;"François de Colomb";"François de Colomb";;;"Inconnue";;"M";;;;;1
2879;"François facteur de Pierre de Cuysel";"François Bo";;;"Inconnue";;"M";;;;;1
2880;"Dame d'Orges maitresse de la dame de Savoie";"Dame d'Orges";;;"Inconnue";;"F";;;"quel est la dame de savoie";;1
2881;"Robin Auseoy orfèvre de Paris";"Robin Auseoy";;;"Inconnue";;"M";;;;;1
2882;"Alegret de Milon écuyer d'Amédée VIII";"Alegret de Milon";;;"Inconnue";;"M";;;;;1
2883;"Johan de Lyon de Paris";"Johan de Lyon";;;"Inconnue";;"M";;;;;1
2884;"Johan Gonsellin de Paris";"Johan Gonsellin";;;"Inconnue";;"M";;;;;1
2885;"Jacquemin chaussetier de Paris";"Jacquemin";;;"Inconnue";;"M";;;;;1
2886;"Petit maître Johan";"petit maître johan";;;"Inconnue";;"M";;;;;1
2887;"Johan l'orfèvre de Paris";"Johan";;;"Inconnue";;"M";;;;;1
2888;"Gamian de Loys orfèvre de Paris";"Gamian de Loys";;;"Inconnue";;"M";;;;;1
2889;"Pheliset de Compain drapier de Paris";"Pheliset de Compain";;;"Inconnue";;"M";;;;;1
2890;"Colin Alexandre drapier de Paris";"Colin alexandre";;;"Inconnue";;"M";;;;;1
2891;"Denisot sergent d'arme du duc de Bourgogne";"Denisot";;;"Inconnue";;"M";;;;;1
2892;"Guichard sergent d'Arme du duc de Berry";"Guichard";;;"Inconnue";;"M";;;;;1
2894;"Janin de Regna dit Tête verde";"Janin de Regna";"tête Verde";;"Inconnue";;"M";;;;;1
2895;"Bordat vallet d'odon de villars";"Bordat";;;"Inconnue";;"M";;;;;1
2896;"Pacond cuisinier d'odon de Villars";"Pacond";;;"Inconnue";;"M";;;;;1
2897;"barbier d'Odon de Villars";;;;"Inconnue";;"M";;;;;1
2898;"joffrey maître de petit maître Johan";"Joffrey";;;"Inconnue";;"M";;;;;1
2899;"Pierre de Ru citoyen de Paris";"Pierre du Ru";;;"Inconnue";;"M";;;;;1
2900;"Johan Recule";"Johan Recule";;;"Inconnue";;"M";;;;;1
2901;"Anequin de Boys couturier de Paris";"Anequin de Boys";;;"Inconnue";;"M";;;;;1
2902;"Estievent Guiller citoyen et poulailler de Paris";"Estievent Guiller";;;"Inconnue";;"M";;;;;1
2903;"Vincent Dury poisonnier de Paris";"Vincenr Dury";;;"Inconnue";;"M";;;;;1
2904;"Johan Testard boucher de Paris";"Johan Testard";;;"Inconnue";;"M";;;;;1
2905;"Aymé Eyruard";"Aymé Eyruard";;;"Inconnue";;"M";;;;;1
2906;"La Quire valet du trésaurier";"la Quire";;;"Inconnue";;"M";;;;;1
2907;"Johan Vacher marchand de vin à Paris";"Johan Vacher";;;"Inconnue";;"M";;;;;1
2909;"Arnaud Alexandre fils de Colin Alexandre de Paris";"Arnaud alexandre";;;"Inconnue";;"M";;;;;1
2910;"Anequin écuyer de Dermosi de Valle Grimosa";"Anequin";;;"Inconnue";;"M";;;;;1
2911;"Reserve d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
2913;"Chapelle d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
2914;"Johan Chomy chapellier de Paris";"Johan Chomy";;;"Inconnue";;"M";;;;;1
2915;"François Tiraud drapier de Mâcon";"François Tiraud";;;"Inconnue";;"M";;;;;1
2916;"Johan Armillon gardien de la rève de Mâcon";"Johan Armillon";;;"Inconnue";;"M";;;;;1
2917;"Béatrice demoiselle de la dame de Vellins";"Béatrice";;;"Inconnue";;"F";;;;;1
2918;"Alix demoiselle de la dame de Vellins";"Alix";;;"Inconnue";;"F";;;;;1
2919;"clerc de Lionard Cally pelletier de Lyon";;;;"Inconnue";;"M";;;;;1
2920;"Eynarde demoiselle de Bonne de Bourbon";;;;"Inconnue";;"F";;;;;1
2921;"Hugonin Rostain écuyer de Bonne de Bourbon";"Hugonin Rostain";;;"Inconnue";;"M";;;;;1
2922;"Girard d'estavanay";"Girard d'Estavanay";;;"Inconnue";;"M";;;;;1
2923;"Aymé valet de bouteillerie de B et J de Savoie";"Aymé";;;"Inconnue";;"M";;;;;1
2924;"Jacques Champion";"Jacques champion";;;"Inconnue";;"M";;;"peut être jacob champion";;1
2925;"Pierre Chavaulx valet de paneterie duc bourgogne";"Pierre Chavaulx";;;"Inconnue";;"M";;;;;1
2926;"Bogey huissier d'Amédée VIII";"Bogey";;;"Inconnue";;"M";;;;;1
2927;"maître Johan";"johan";;;"Inconnue";;"M";;;;;1
2928;"Humbert de Luyron";"Humbert de Luyron";;;"Inconnue";;"M";;;;;1
2929;"Johan Mogin écuyer d'Humbert de Luyron";"Johan Mogin";;;"Inconnue";;"M";;;;;1
2930;"Guicharde mercière de Bourg-en-Bresse";"Guicharde";;;"Inconnue";;"F";;;;;1
2931;"Sir de Bossonens";;;;"Inconnue";;"M";;;;;1
2932;"jeanne bâtarde d'Amédée VII et françoise Arnaud";"jeanne";;;"Inconnue";;"F";;;;;1
2933;"Anne femme de Guigue d'Aspremont";"Anne";;;"Inconnue";;"F";;;;;1
2934;"Boyssonnet cuisinier d'Amédée VIII";"Boyssonnet";;;"Inconnue";;"M";;;;;1
2935;"Morel valet de johan le fauconier d'Amédée VIII";"Morel";;;"Inconnue";;"M";;;"voir meyrraux c'est le même";;1
2936;"Reynaud valet de Johan fauconier d'Amédée VIII";"Reynaud";;;"Inconnue";;"M";;;;;1
2937;"Janin le queue de B et J de Savoie";"Janin";;;"Inconnue";;"M";;;;;1
2938;"Pierre de la paneterie";"Pierre";;;"Inconnue";;"M";;;;;1
2939;"Aymé de Crécherel";"Aymé de Crécherel";;;"Inconnue";;"M";;;;;1
2940;"La Guigone";"La Guigone";;;"Inconnue";;"F";;;;;1
2941;"La Hanna";"La Hanna";;;"Inconnue";;"F";;;;;1
2942;"femmes des demoiselles de Savoie (BS et JS)";;;;"Inconnue";;"F";;;;;1
2943;"Etienne Morgnin gantier de Bourg-en-Bresse";"Etienne Morgin";;;"Inconnue";;"M";;;;;1
2944;"Bartholomé Patri";"Bartholomé Patri";;;"Inconnue";;"M";;;;;1
2945;"janin valet de Pierre Coisson le brodeur";"Janin";;;"Inconnue";;"M";;;;;1
2946;"Michelet couturier de Genève";"Michelet";;;"Inconnue";;"M";;;;;1
2947;"Girard Romanay maître des œuvre d'Amédée VIII";"Girard Romanay";;;"Inconnue";;"M";;;;;1
2948;"Malsan trompete d'Amédée VIII";"Malsan";;;"Inconnue";;"M";;;;;1
2949;"Yanne de Prés écuyer d'Amédée VIII";"Yanne de Prés";;;"Inconnue";;"M";;;;;1
2950;"Johan Bochet drapier de Genève";"Johan Bochet";;;"Inconnue";;"M";;;;;1
2951;"Hugonin archer d'Amédée VIII";"Hugonin";;;"Inconnue";;"M";;;;;1
2952;"Hugonin Siran maître veneur d'Amédée VIII";"Hugonin Siran";;;"Inconnue";;"M";;;;;1
2954;"Béatrice veuve du petit Hugonin mercier de Genève";"Béatrice";;;"Inconnue";;"M";;;;;1
2955;"Petit Hugonin mercier de Genève";"Petit Hugonin";;;"Inconnue";;"M";;;;;1
2956;"Vincent Crochon de Genève";"Vincent Crochon";;;"Inconnue";;"M";;;"peut être vincent natat de Genève";;1
2957;"Huguette femme de vincent Crochon de Genève";"Huguette";;;"Inconnue";;"F";;;;;1
2958;"Pierre Mouton commissaire d'Amédée VIII";"Pierre Mouton";;;"Inconnue";;"M";;;;;1
2959;"Johan de Saland maître veneur d'Amédée VIII";"Johan de Saland";;;"Inconnue";;"M";;;;;1
2960;"Pelletier d'Yverdon";;;;"Inconnue";;"M";;;;;1
2961;"valet de Lancement oiselleur d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
2962;"Johan Boisset drapier d'Yverdon";"Johan Boisset";;;"Inconnue";;"M";;;;;1
2963;"Johan Simond drapier d'Yverdon";"Johan Simond";;;"Inconnue";;"M";;;;;1
2964;"Yvernont de Furier";"Yvernont de Furier";;;"Inconnue";;"M";;;;;1
2965;"Orlié page d'Amédée VIII";"Orlié";;;"Inconnue";;"M";;;;;1
2966;"valet des offices de l'hôtel d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
2967;"valet des autres offices d'Amédée VIII";;;;"Inconnue";;"M";;;"autre en rapport avec les vallets des offices de l'hôtel";;1
2968;"Hugonet de Contamine chatelain de Martiny";"Hugonet de Contamine";;;"Inconnue";;"M";;;;;1
2969;"Bernardon chambrier de louis de Savoie";"Bernardon";;;"Inconnue";;"M";;;;;1
2970;"Pasquelin valet des chien d'Amédée VIII";"Pasquelin";;;"Inconnue";;"M";;;;;1
2971;"Cordon écuyer d'Amédée VIII";"Cordon";;;"Inconnue";;"M";;;;;1
2972;"Ros de Blonay écuyer d'Amédée VIII";"Ros de Blonay";;;"Inconnue";;"M";;;"peut être Raoul de Blonay";;1
2973;"Humbert de Grolée écuyer d'amédée VIII";"Pierre de Grolée";;;"Inconnue";;"M";;;;;1
2974;"bâtard des Flèches";"bâtard des Flèches";;;"Inconnue";;"M";;;;;1
2975;"Guillaume du Rol de Genève";"Guillaume du Rol";;;"Inconnue";;"M";;;;;1
2976;"valet fauconier d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
2977;"Hugonin Saland braconier d'Amédée VIII";"Hugonin Saland";;;"Inconnue";;"M";;;;;1
2978;"couturière";;;;"Inconnue";;"F";;;;;1
2979;"Johan Derion gantier de Chambéry";"Johan Derion";;;"Inconnue";;"M";;;;;1
2980;"Humbert Varoud drapier de Chambéry";"Oberton Varoud";;;"Inconnue";;"M";;;;;1
2981;"Antoine Mangin pelletier de Chambéry";"Antoine Mangin";;;"Inconnue";;"M";;;;;1
2982;"Johan Puisat chambrier de BB et JS";"Johan Puisat";;;"Inconnue";;"M";;;;;1
2983;"femme de Lambride mercier de Chambéry";;;;"Inconnue";;"F";;;;;1
2984;"Lambride mercier de Chambéry";"Lambride";;;"Inconnue";;"M";;;;;1
2985;"Johan Chaveuce mercier de Chambéry";"Johan Chaveuce";;;"Inconnue";;"M";;;;;1
2986;"Peronet de Bletereus écuyer et maître d'hôtel BB";"Peronet de Bletereus";;;"Inconnue";;"M";;;;;1
2987;"Aymé de Bletterens écuyer tranchant duc de Berry";"Aymé de Bletterens";;;"Inconnue";;"M";;;;;1
2988;"Johan Trignard";"Johan Trignard";;;"Inconnue";;"M";;;;;1
2989;"Regnant du Quiro pelletier de Genève";"Regnant du Quiro";;;"Inconnue";;"M";;;;;1
2990;"Catherine femme de johan chaveuce mercier";"Catherine";;;"Inconnue";;"F";;;;;1
2991;"Simond Gast marchand d'Avignon";"Simond Gast";;;"Inconnue";;"M";;;;;1
2992;"Petremand clerc du chancelier de l'Empereur des Ro";"Petremand";;;"Inconnue";;"M";;;;;1
2993;"Chancellier du roi des romains";;;;"Inconnue";;"M";;;;;1
2994;"Johan Goudinet clerc de la chapelle de 8 et BS etJ";"Johan Goudinet";;;"Inconnue";;"M";;;;;1
2995;"Bernardet";"Bernardet";;;"Inconnue";;"M";;;;;1
2996;"Johan Boneyron Boneyron écuyer d'Amédée VIII";"Boneyron";;;"Inconnue";;"M";;;;;1
2997;"Béatrice couturière";"Béatrice";;;"Inconnue";;"F";;;;;1
2998;"Pasqualin le braconnier d'Amédée VIII";"Pasqualin";;;"Inconnue";;"M";;;;;1
2999;"Catherine Pierresset";"Catherine Pierresset";;;"Inconnue";;"F";;;;;1
3000;"Jasson de Genève";"Jasson de Genève";;;"Inconnue";;"M";;;;;1
3001;"Pellegrin dorier de Genève";"Pellegrin";;;"Inconnue";;"M";;;;;1
3002;"Pierre de la Vousserie chevalier";"Pierre de la Vousserie";;;"Inconnue";;"M";;;;;1
3003;"Domeyne Teste drapier de Chambéry";"Domeyne Teste";;;"Inconnue";;"M";;;;;1
3004;"Janin de Bordeaux escofier de Paris";"Janin de Bordeaux";;;"Inconnue";;"M";;;;;1
3005;"Petremand sellier de Genève";"Petremand";;;"Inconnue";;"M";;;;;1
3007;"Guigue de la Ravoires écuyer de BS et JS";"Guigue de la Ravoires";;"Buanta";"Inconnue";;"M";;;;;1
3008;"Lambert dorier de Chambéry";"Lambert";;;"Inconnue";;"M";;;;;1
3009;"François de Lyon";"François de Lyon";;;"Inconnue";;"M";;;;;1
3010;"Johan Dameysin valet de cuisine d'Amédée VIII";"Johan Dameysin";;;"Inconnue";;"M";;;;;1
3011;"Girard Colon";"Girard Colon";;;"Inconnue";;"M";;;;;1
3012;"Simond rosset éperonier de Lyon";"Simond Rosset";;;"Inconnue";;"M";;;;;1
3013;"Hôtel d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
3014;"Rolet gantier de Chambéry";"Rollet";;;"Inconnue";;"M";;;;;1
3015;"Antoine du Pont drapier de Chambéry";"Antoine du Pont";;;"Inconnue";;"M";;;;;1
3016;"Aymonette couturière de Chambéry";"Aymonette";;;"Inconnue";;"M";;;;;1
3017;"Banyon juif de Chambéry";"Benyon";;;"Inconnue";;"M";;;;;1
3018;"Chivillard sellier de Chambéry";"Chivillard";;;"Inconnue";;"M";;;;;1
3019;"Bertin du Box drapier de Chambéry";"Bertin du Box";;;"Inconnue";;"M";;;;;1
3020;"Marguerite demoiselle de Bonne et jeanne de Savoie";"Marguerite";;;"Inconnue";;"F";;;;;1
3021;"Petit Tornier valet de chambre de B et j de Savoie";"Petit Tornier";;;"Inconnue";;"M";;;;;1
3022;"Panissere apothicaire";"Panissere";;;"Inconnue";;"M";;;;;1
3023;"Guillaume chambrier d'Amédée VIII";"Guillaume";;;"Inconnue";;"M";;;;;1
3024;"Normand poulailler d'Amédée VIII";"Normand";;;"Inconnue";;"M";;;;;1
3025;"Antoine de Quier fauconnier d'Amédée VIII";"Antoine de Quier";;;"Inconnue";;"M";;;;;1
3026;"Lionette veuve de Simond de Lorioud juif";"Lionette";;;"Inconnue";;"F";;;;;1
3027;"Simond de Lorioud juif";"Simond de Lorioud";;;"Inconnue";;"M";;;;;1
3028;"Johan Chatagnie couturier de Chambéry";"Johan Chatagnie";;;"Inconnue";;"M";;;;;1
3029;"Petremand Teste";"Petremand Teste";;;"Inconnue";;"M";;;;;1
3030;"Petit Pierre couturier de Genève";"Petit Pierre";;;"Inconnue";;"M";;;;;1
3031;"Salanche valet des chevaux d'amédée VIII";"Salanche";;;"Inconnue";;"M";;;"peut être salanche messager d'Amédée 7";;1
3032;"Rolet Basset couturier de Genève";"Rolet Basset";;;"Inconnue";;"M";;;;;1
3033;"maître Bartholomé nain d'Amédée VIII";"Maître Bartholomé";;;"Inconnue";;"M";;;;;1
3034;"Gros Pierre messager d'Amédée VIII";"Gros Pierre";;;"Inconnue";;"M";;;;;1
3035;"femme de Pierre de Montfalcon";;;;"Inconnue";;"F";;;;;1
3036;"Reynaud Carro pellicier de Genève";"Reynaud Carro";;;"Inconnue";;"M";;;;;1
3037;"Nantermet tondeur de Genève";"Nantermet";;;"Inconnue";;"M";;;;;1
3038;"femme de Bernardet comère d'Amédée VIII";;;;"Inconnue";;"F";;;;;1
3039;"François Boudri secrétaire d'Amédée VIII";"François Boudri";;;"Inconnue";;"M";;;;;1
3040;"Pierre Daignon escoffier de Bour-en-Bresse";"Pierre Daignon";;;"Inconnue";;"M";;;;;1
3041;"Guillaume Morsellet chaussetier de Bourg-en-Bresse";"Guillaume Morsellet";;;"Inconnue";;"M";;;;;1
3042;"Johan Gaillet tondeur de Bourg-en-Bresse";"Johan Gaillet";;;"Inconnue";;"M";;;;;1
3043;"Pierre Baugie escoffier de Bourg-en-Bresse";"Pierre Baugie";;;"Inconnue";;"M";;;;;1
3044;"Janin Pillot mercier de Chalon";"Janin Pillot";;;"Inconnue";;"M";;;;;1
3045;"Guillaume Chalavel drapier de Chalon";"Guillaume Chalavel";;;"Inconnue";;"M";;;;;1
3046;"Pierre de Saint-Cergos braconnier d'Amédée VIII";"Pierre de Saint-Cergos";;;"Inconnue";;"M";;;;;1
3047;"La charmette";"La charmette";;;"Inconnue";;"F";;;;;1
3049;"Françoise femme d'étienne Chauteur barbier bourg";"Françoise";;;"Inconnue";;"F";;;;;1
3050;"étienne Chauteur barbier bourg-en-Bresse";"étienne Chauteur";;;"Inconnue";;"M";;;;;1
3051;"Veroniez";"Veroniez";;;"Inconnue";;"M";;;;;1
3052;"Darbon";"Darbon";;;"Inconnue";;"M";;;;;1
3053;"Morsellet couturier de Bourg-en-Bresse";"Morsellet";;;"Inconnue";;"M";;;;;1
3054;"Jacquet couturier de Bourg-en-Bresse";"Jacquet";;;"Inconnue";;"M";;;;;1
3055;"Colin de Gang pelletier de Bour-en-Bresse";"Colin de Gang";;;"Inconnue";;"M";;;;;1
3056;"Gabriel de Marchisel de Quiers";"Gabriel de Marchisel";;;"Inconnue";;"M";;;;;1
3057;"Pierre valet de la garde robe d'Amédée VIII";"Pierre";;;"Inconnue";;"M";;;;;1
3058;"valet de cuisine d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
3059;"johan Varoud fils de Humbert Varoud drapier";"Johan Varoud";;;"Inconnue";;"M";;;;;1
3060;"George Varoud de Montecalerio";"George Varoud";;;"Inconnue";;"M";;;;;1
3061;"Pierre de Baleysone écuyer d'Amédée VIII";"Pierre de Baleyson";;;"Inconnue";;"M";;;;;1
3062;"Johan Servage conseillé d'Amédée VIII";"Johan Servage";;;"Inconnue";;"M";;;;;1
3063;"Jeannette Vallarde mère de Johan Lageret";"Jeannette Vallarde";;;"Inconnue";;"F";;;;;1
3064;"Johan frère de Bonacorso Piti marchand de Paris";"Johan";;;"Inconnue";;"M";;;;;1
3065;"Bonacorso Piti";"Bonacorso Piti";;;"Inconnue";;"M";;;;;1
3066;"Johan de Rocamore";"Johan de Rocamore";;;"Inconnue";;"M";;;;;1
3067;"Le parti Armagnac";;;;"Inconnue";;"M";;;;;1
3068;"Olivier de la Roche écuyer";"Olivier de la Roche";;;"Inconnue";;"M";;;;;1
3069;"Johan de Terniaco conseillé d'Amédée VIII";"Johan de Terniaco";;;"Inconnue";;"M";;;;;1
3070;"Johan Boubat secrétaire d'Amédée VIII";"Johan Boubat";;;"Inconnue";;"M";;;;;1
3071;"Jérome de Balard conseillé d'Amédé VIII";"Jérome Balard";;;"Inconnue";;"M";;;;;1
3072;"Urbain fils de Sibuet de Briord";"Urbain";;;"Inconnue";;"M";;;;;1
3073;"Johan de Pitignier écuyer d'Amédée VIII";"Johan de Pitignier";;;"Inconnue";;"M";;;;;1
3074;"Jason le juif";"Jason";;;"Inconnue";;"M";;;;;1
3075;" Marie de Bourgogne";"Marie de Bourgogne";;;"Inconnue";;"M";;;;;1
3076;"Aymon Girond mercier de Chambéry";"Aymon girond";;;"Inconnue";;"M";;;;;1
3077;"Michelet mercier de Chambéry";"Michelet";;;"Inconnue";;"M";;;;;1
3078;"mercier étranger";;;;"Inconnue";;"M";;;;;1
3079;"Pierre valet de chambre d'Amédée VIIII";"Pierre";;;"Inconnue";;"M";;;;;1
3080;"Claude de Thoyre écuyer";"Claude de Thoyre";;;"Inconnue";;"M";;;;;1
3081;"Antoine de Premieu écuyer d'Amédée VIII";"Antoine de Premieu";"Pypi";;"Inconnue";;"M";;;;;1
3082;"Hugonet valet de Janin tailleur d'Amédée VII";"Hugonet";;;"Inconnue";;"M";;;;;1
3083;"Mayet de Cambray";"Mayet de Cambray";;;"Inconnue";;"M";;;;;1
3084;"Marguerite femme de Pierre Amlblard";"Marguerite";;;"Inconnue";;"F";;;;;1
3085;"Guillaume du Pin";"Guillaume du Pin";;;"Inconnue";;"M";;;;;1
3086;"Belleis";"Belleis";;;"Inconnue";;"M";;;;;1
3087;"Pierre de la taillerie d'Amédée VIII";"Pierre";;;"Inconnue";;"M";;;;;1
3088;"valet de pierre l'épicier";;;;"Inconnue";;"M";;;;;1
3089;"Pierre l'épicier";"Pierre l'épicier";;;"Inconnue";;"M";;;;;1
3090;"Richard le bourgignon";"Richard le Bourgignon";;;"Inconnue";;"M";;;;;1
3091;"bâtard Ourgeron";;;;"Inconnue";;"M";;;;;1
3092;"braconnier d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
3093;"Peret de la bouteillerie";"Peret";;;"Inconnue";;"M";;;;;1
3094;"valet du fournier d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
3095;"Janin de la cuisine";"Janin";;;"Inconnue";;"M";;;;;1
3096;"Gros Johan";"Gros Johan";;;"Inconnue";;"M";;;;;1
3097;"Lombard de la cuisine";"Lombard";;;"Inconnue";;"M";;;;;1
3098;"maître Nyco";"Nyco";;;"Inconnue";;"M";;;;;1
3099;"Versonay";"Versonay";;;"Inconnue";;"M";;;;;1
3101;"Petit Janin";"Petit Janin";;;"Inconnue";;"M";;;;;1
3102;"Chapuis des Bourneaux";;;;"Inconnue";;"M";;;;;1
3103;"Machard";"Machard";;;"Inconnue";;"M";;;;;1
3104;"Johan de Charmete";"Johan de Charmete";;;"Inconnue";;"M";;;;;1
3105;"Johan Vallier drapier de Chambéry";"Johan Vallier";;;"Inconnue";;"M";;;;;1
3106;"Guillaume valet de Peronet ulier barbier 8";"Guillaume";;;"Inconnue";;"M";;;;;1
3107;"capitaine du piemont d'Amédée VIII";;;;"Inconnue";;"M";;;;;1
3108;"Mathe Remançon";"Mathe Remançon";;;"Inconnue";;"M";;;;;1
3109;"Guigue Favre";"Guigue Favre";;;"Inconnue";;"M";;;;;1
3111;"Peron Biolley tondeur";"Peron Biolley";;;"Inconnue";;"M";;;;;1
3112;"Johan Disuoz couturier";"Johan Disuoz";;;"Inconnue";;"M";;;;;1
3113;"Pierre de Chamont tondeur";"Pierre de Chamont";;;"Inconnue";;"M";;;;;1
3114;"Hugonin Ban tondeur";"Hugonin Ban";;;"Inconnue";;"M";;;;;1
3115;"François d'Estable drapier";"François d'Estable";;;"Inconnue";;"M";;;;;1
3116;"Vullier pellicier";"Vullier";;;"Inconnue";;"M";;;;;1
3117;"Rolet Fontanel couturier";"Rolet Fontanel";;;"Inconnue";;"M";;;;;1
3118;"Johan Cally couturier de Genève";"Johan Cally";;;"Inconnue";;"M";;;;;1
3119;"Brodeur";;;;"Inconnue";;"M";;;;;1
3120;"Guigone femme de Gaspard de Montmayeur";"Guigone";;;"Inconnue";;"F";;;;;1
3121;"Henri Homublosse valet de chambre d'Amédée VIII";"Henri Homublosse";;;"Inconnue";;"M";;;;;1
3122;"Guillaume Gast écuyer d'Amédée VIII";"Guillaume Gast";;;"Inconnue";;"M";;;;;1
3123;"Guillaume Mouton de Charmont";"Guillaume Mouton de Charmont";;;"Inconnue";;"M";;;;;1
